state,n,f_hz,kappa_ba,qfi,N_basis,converged,loss_config,eta,scaling_exponent
coherent,1.0,30.0,1.0547108260943503,3.2491100734252445,40,True,ba3_full,0.9,-3.0509888692995996e-06
coherent,2.0,30.0,1.0547108260943503,3.249110023874401,40,True,ba3_full,0.9,-3.0509888692995996e-06
coherent,5.0,30.0,1.0547108260943503,3.2491100816277343,70,True,ba3_full,0.9,-3.0509888692995996e-06
coherent,10.0,30.0,1.0547108260943503,3.2490836104634533,70,True,ba3_full,0.9,-3.0509888692995996e-06
sqz_vac,1.0,30.0,1.0547108260943503,0.6940856156946651,40,True,ba3_full,0.9,-0.8420880997703848
sqz_vac,2.0,30.0,1.0547108260943503,0.4166960900134017,70,True,ba3_full,0.9,-0.8420880997703848
sqz_vac,5.0,30.0,1.0547108260943503,0.1906491131031089,213,True,ba3_full,0.9,-0.8420880997703848
sqz_vac,10.0,30.0,1.0547108260943503,0.1002557622524643,288,True,ba3_full,0.9,-0.8420880997703848
cat,1.0,30.0,1.0547108260943503,7.454552281217311,40,True,ba3_full,0.9,-0.3895274658413696
cat,2.0,30.0,1.0547108260943503,6.641486660163295,40,True,ba3_full,0.9,-0.3895274658413696
cat,5.0,30.0,1.0547108260943503,3.871601217323641,70,True,ba3_full,0.9,-0.3895274658413696
cat,10.0,30.0,1.0547108260943503,3.269467729294924,70,True,ba3_full,0.9,-0.3895274658413696
sqz_cat,1.0,30.0,1.0547108260943503,5.845879454710167,40,True,ba3_full,0.9,-0.3797719927622682
sqz_cat,2.0,30.0,1.0547108260943503,6.682493163879019,70,True,ba3_full,0.9,-0.3797719927622682
sqz_cat,5.0,30.0,1.0547108260943503,5.469725141391214,100,True,ba3_full,0.9,-0.3797719927622682
sqz_cat,10.0,30.0,1.0547108260943503,2.29905117519424,175,True,ba3_full,0.9,-0.3797719927622682
fock,1.0,30.0,1.0547108260943503,6.142974675530401,40,True,ba3_full,0.9,0.19564463907097782
fock,2.0,30.0,1.0547108260943503,7.549889807147656,40,True,ba3_full,0.9,0.19564463907097782
fock,5.0,30.0,1.0547108260943503,9.207644153925877,40,True,ba3_full,0.9,0.19564463907097782
fock,10.0,30.0,1.0547108260943503,9.565316342391334,70,True,ba3_full,0.9,0.19564463907097782
opt_fock_sup,1.0,30.0,1.0547108260943503,1.9077930142731652,40,True,ba3_full,0.9,0.3973840450855485
opt_fock_sup,2.0,30.0,1.0547108260943503,6.345492010235502,40,True,ba3_full,0.9,0.3973840450855485
opt_fock_sup,5.0,30.0,1.0547108260943503,4.234118869504197,70,True,ba3_full,0.9,0.3973840450855485
opt_fock_sup,10.0,30.0,1.0547108260943503,6.467888189988176,70,True,ba3_full,0.9,0.3973840450855485
sqz_vac_p,1.0,30.0,1.0547108260943505,8.715519361235089,70,True,ba3_full,0.9,0.15432405364636087
sqz_vac_p,2.0,30.0,1.0547108260943505,10.169418973844632,145,True,ba3_full,0.9,0.15432405364636087
sqz_vac_p,5.0,30.0,1.0547108260943505,11.703825168734909,288,True,ba3_full,0.9,0.15432405364636087
sqz_vac_p,10.0,30.0,1.0547108260943505,12.438515587848679,431,True,ba3_full,0.9,0.15432405364636087
