state,f_hz,kappa_ba,qfi,N_basis,converged,n_target,loss_config,eta
coherent,1000.0,0.00016056163311836322,2.203095375912592,40,True,5.0,paper_pn_ba1,0.9
coherent,681.2920690579615,0.0006239596771251925,2.203095353817847,40,True,5.0,paper_pn_ba1,0.9
coherent,464.15888336127773,0.0021442527979022635,2.2030950980438835,40,True,5.0,paper_pn_ba1,0.9
coherent,316.2277660168379,0.0063826566553663415,2.203092901584146,40,True,5.0,paper_pn_ba1,0.9
coherent,215.44346900318845,0.0167111976818866,2.2030784051434447,40,True,5.0,paper_pn_ba1,0.9
coherent,146.77992676220705,0.03999995827494754,2.20299814089398,40,True,5.0,paper_pn_ba1,0.9
coherent,100.0,0.09085899474109728,2.2025937666671114,40,True,5.0,paper_pn_ba1,0.9
coherent,68.12920690579615,0.2008134937831689,2.200647253405383,40,True,5.0,paper_pn_ba1,0.9
coherent,46.4158883361278,0.43789740209265715,2.191502618041325,40,True,5.0,paper_pn_ba1,0.9
coherent,31.622776601683793,0.94877328660851,2.1497107601756107,70,True,5.0,paper_pn_ba1,0.9
coherent,21.544346900318843,2.049466585151084,1.97430316042526,145,True,5.0,paper_pn_ba1,0.9
coherent,14.677992676220699,4.420859296356944,1.4313075259776014,543,True,5.0,paper_pn_ba1,0.9
coherent,10.0,9.529879754433946,0.5681729560108657,800,False,5.0,paper_pn_ba1,0.9
sqz_vac,1000.0,0.00016056163311836322,0.8060644199221019,183,True,5.0,paper_pn_ba1,0.9
sqz_vac,681.2920690579615,0.0006239596771251925,0.806065738977782,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,464.15888336127773,0.0021442527979022635,0.8060662970508183,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,316.2277660168379,0.0063826566553663415,0.8060710893051618,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,215.44346900318845,0.0167111976818866,0.8061027187468968,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,146.77992676220705,0.03999995827494754,0.8062813173605862,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,100.0,0.09085899474109728,0.8071822105542525,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,68.12920690579615,0.2008134937831689,0.8115182354656498,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,46.4158883361278,0.43789740209265715,0.8319590985317803,163,True,5.0,paper_pn_ba1,0.9
sqz_vac,31.622776601683793,0.94877328660851,0.9251228255594206,238,True,5.0,paper_pn_ba1,0.9
sqz_vac,21.544346900318843,2.049466585151084,1.2228727633995204,381,True,5.0,paper_pn_ba1,0.9
sqz_vac,14.677992676220699,4.420859296356944,1.077383280820025,800,False,5.0,paper_pn_ba1,0.9
sqz_vac,10.0,9.529879754433946,0.3848812362192367,800,False,5.0,paper_pn_ba1,0.9
sqz_vac_p,1000.0,0.00016056163311836322,17.737455823972507,183,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,681.2920690579615,0.0006239596771251925,17.737454441913503,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,464.15888336127773,0.0021442527979022635,17.737401681302444,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,316.2277660168379,0.0063826566553663415,17.73694901993089,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,215.44346900318845,0.0167111976818866,17.73396022277791,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,146.77992676220705,0.03999995827494754,17.717438321525105,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,100.0,0.09085899474109728,17.634679762267922,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,68.12920690579615,0.2008134937831689,17.247212687148938,163,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,46.4158883361278,0.43789740209265715,15.642797475383762,193,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,31.622776601683793,0.94877328660851,11.180736589388484,336,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,21.544346900318843,2.049466585151084,5.9420342529680275,800,True,5.0,paper_pn_ba1,0.9
sqz_vac_p,14.677992676220699,4.420859296356944,2.4923486474338143,800,False,5.0,paper_pn_ba1,0.9
sqz_vac_p,10.0,9.529879754433946,4.817779398129469,800,False,5.0,paper_pn_ba1,0.9
cat,1000.0,0.00016056163311836322,28.05304813590395,40,True,5.0,paper_pn_ba1,0.9
cat,681.2920690579615,0.0006239596771251925,28.05303942019898,40,True,5.0,paper_pn_ba1,0.9
cat,464.15888336127773,0.0021442527979022635,28.0529385252906,40,True,5.0,paper_pn_ba1,0.9
cat,316.2277660168379,0.0063826566553663415,28.052072108307875,40,True,5.0,paper_pn_ba1,0.9
cat,215.44346900318845,0.0167111976818866,28.046354643483344,40,True,5.0,paper_pn_ba1,0.9
cat,146.77992676220705,0.03999995827494754,28.01472350785573,40,True,5.0,paper_pn_ba1,0.9
cat,100.0,0.09085899474109728,27.856018861255198,40,True,5.0,paper_pn_ba1,0.9
cat,68.12920690579615,0.2008134937831689,27.107114422945273,40,True,5.0,paper_pn_ba1,0.9
cat,46.4158883361278,0.43789740209265715,23.899360210476114,40,True,5.0,paper_pn_ba1,0.9
cat,31.622776601683793,0.94877328660851,14.049333009679273,70,True,5.0,paper_pn_ba1,0.9
cat,21.544346900318843,2.049466585151084,3.402658396339574,145,True,5.0,paper_pn_ba1,0.9
cat,14.677992676220699,4.420859296356944,1.451100967632996,543,True,5.0,paper_pn_ba1,0.9
cat,10.0,9.529879754433946,7.66198247145347,800,False,5.0,paper_pn_ba1,0.9
sqz_cat,1000.0,0.00016056163311836322,24.25204079709647,115,True,5.0,paper_pn_ba1,0.9
sqz_cat,681.2920690579615,0.0006239596771251925,24.252042156541265,95,True,5.0,paper_pn_ba1,0.9
sqz_cat,464.15888336127773,0.0021442527979022635,24.25200651466004,95,True,5.0,paper_pn_ba1,0.9
sqz_cat,316.2277660168379,0.0063826566553663415,24.25170046494837,95,True,5.0,paper_pn_ba1,0.9
sqz_cat,215.44346900318845,0.0167111976818866,24.249680885456502,95,True,5.0,paper_pn_ba1,0.9
sqz_cat,146.77992676220705,0.03999995827494754,24.238507389970614,95,True,5.0,paper_pn_ba1,0.9
