state,f_hz,kappa_ba,qfi,N_basis,converged,n_target,loss_config,eta
coherent,1000.0,0.00016056163311836322,3.599999986714783,20,True,2.0,ba2_detection,0.9
coherent,681.2920690579615,0.0006239596771251925,3.5999998100316324,20,True,2.0,ba2_detection,0.9
coherent,464.15888336127773,0.0021442527979022635,3.5999985102148653,20,True,2.0,ba2_detection,0.9
coherent,316.2277660168379,0.0063826566553663415,3.5999868007352473,20,True,2.0,ba2_detection,0.9
coherent,215.44346900318845,0.0167111976818866,3.599909520178449,20,True,2.0,ba2_detection,0.9
coherent,146.77992676220705,0.03999995827494754,3.5994816616258025,20,True,2.0,ba2_detection,0.9
coherent,100.0,0.09085899474109728,3.597327249923726,20,True,2.0,ba2_detection,0.9
coherent,68.12920690579615,0.2008134937831689,3.58698159110476,20,True,2.0,ba2_detection,0.9
coherent,46.4158883361278,0.43789740209265715,3.5389264830584586,20,True,2.0,ba2_detection,0.9
coherent,31.622776601683793,0.94877328660851,3.330202272952807,40,True,2.0,ba2_detection,0.9
coherent,21.544346900318843,2.049466585151084,2.6124283391080976,115,True,2.0,ba2_detection,0.9
coherent,14.677992676220699,4.420859296356944,1.3048392154493453,360,True,2.0,ba2_detection,0.9
coherent,10.0,9.529879754433946,0.39162094946377024,800,False,2.0,ba2_detection,0.9
sqz_vac,1000.0,0.00016056163311836322,0.39959677575887953,115,True,2.0,ba2_detection,0.9
sqz_vac,681.2920690579615,0.0006239596771251925,0.3995968479857417,95,True,2.0,ba2_detection,0.9
sqz_vac,464.15888336127773,0.0021442527979022635,0.399604670290691,75,True,2.0,ba2_detection,0.9
sqz_vac,316.2277660168379,0.0063826566553663415,0.399604596894245,75,True,2.0,ba2_detection,0.9
sqz_vac,215.44346900318845,0.0167111976818866,0.39960411523692696,75,True,2.0,ba2_detection,0.9
sqz_vac,146.77992676220705,0.03999995827494754,0.399601206279742,75,True,2.0,ba2_detection,0.9
sqz_vac,100.0,0.09085899474109728,0.3995873585881108,75,True,2.0,ba2_detection,0.9
sqz_vac,68.12920690579615,0.2008134937831689,0.3995198004888152,75,True,2.0,ba2_detection,0.9
sqz_vac,46.4158883361278,0.43789740209265715,0.3992003218900777,75,True,2.0,ba2_detection,0.9
sqz_vac,31.622776601683793,0.94877328660851,0.39771246568649155,75,True,2.0,ba2_detection,0.9
sqz_vac,21.544346900318843,2.049466585151084,0.3909262434869489,75,True,2.0,ba2_detection,0.9
sqz_vac,14.677992676220699,4.420859296356944,0.36218408334952223,75,True,2.0,ba2_detection,0.9
sqz_vac,10.0,9.529879754433946,0.26998686087791157,150,True,2.0,ba2_detection,0.9
cat,1000.0,0.00016056163311836322,15.365788237487164,20,True,2.0,ba2_detection,0.9
cat,681.2920690579615,0.0006239596771251925,15.365784652905576,20,True,2.0,ba2_detection,0.9
cat,464.15888336127773,0.0021442527979022635,15.36574421458283,20,True,2.0,ba2_detection,0.9
cat,316.2277660168379,0.0063826566553663415,15.365396398901922,20,True,2.0,ba2_detection,0.9
cat,215.44346900318845,0.0167111976818866,15.363100999350522,20,True,2.0,ba2_detection,0.9
cat,146.77992676220705,0.03999995827494754,15.350401183264331,20,True,2.0,ba2_detection,0.9
cat,100.0,0.09085899474109728,15.286660779047137,20,True,2.0,ba2_detection,0.9
cat,68.12920690579615,0.2008134937831689,14.985400322211405,20,True,2.0,ba2_detection,0.9
cat,46.4158883361278,0.43789740209265715,13.68518597718137,20,True,2.0,ba2_detection,0.9
cat,31.622776601683793,0.94877328660851,9.537488604195278,40,True,2.0,ba2_detection,0.9
cat,21.544346900318843,2.049466585151084,3.9591965297269884,115,True,2.0,ba2_detection,0.9
cat,14.677992676220699,4.420859296356944,1.3857099425088875,360,True,2.0,ba2_detection,0.9
cat,10.0,9.529879754433946,0.4849668002785967,800,False,2.0,ba2_detection,0.9
sqz_cat,1000.0,0.00016056163311836322,10.997635799002392,70,True,2.0,ba2_detection,0.9
sqz_cat,681.2920690579615,0.0006239596771251925,10.997636266173748,50,True,2.0,ba2_detection,0.9
sqz_cat,464.15888336127773,0.0021442527979022635,10.998650430458238,30,True,2.0,ba2_detection,0.9
sqz_cat,316.2277660168379,0.0063826566553663415,10.997529689962144,70,True,2.0,ba2_detection,0.9
sqz_cat,215.44346900318845,0.0167111976818866,10.99690945911473,50,True,2.0,ba2_detection,0.9
sqz_cat,146.77992676220705,0.03999995827494754,10.99449373567619,30,True,2.0,ba2_detection,0.9
sqz_cat,100.0,0.09085899474109728,10.97614638326171,70,True,2.0,ba2_detection,0.9
sqz_cat,68.12920690579615,0.2008134937831689,10.893166624031243,50,True,2.0,ba2_detection,0.9
sqz_cat,46.4158883361278,0.43789740209265715,10.511883990782325,50,True,2.0,ba2_detection,0.9
sqz_cat,31.622776601683793,0.94877328660851,8.935954465541103,50,True,2.0,ba2_detection,0.9
sqz_cat,21.544346900318843,2.049466585151084,4.56270637391848,80,True,2.0,ba2_detection,0.9
sqz_cat,14.677992676220699,4.420859296356944,0.8589798548395294,155,True,2.0,ba2_detection,0.9
sqz_cat,10.0,9.529879754433946,0.33291812499079393,553,True,2.0,ba2_detection,0.9
fock,1000.0,0.00016056163311836322,12.182124301930623,20,True,2.0,ba2_detection,0.9
fock,681.2920690579615,0.0006239596771251925,12.18212299990596,20,True,2.0,ba2_detection,0.9
fock,464.15888336127773,0.0021442527979022635,12.18210792736629,20,True,2.0,ba2_detection,0.9
fock,316.2277660168379,0.0063826566553663415,12.181978493318704,20,True,2.0,ba2_detection,0.9
fock,215.44346900318845,0.0167111976818866,12.181124302378992,20,True,2.0,ba2_detection,0.9
fock,146.77992676220705,0.03999995827494754,12.176396755330584,20,True,2.0,ba2_detection,0.9
fock,100.0,0.09085899474109728,12.152629780926137,20,True,2.0,ba2_detection,0.9
fock,68.12920690579615,0.2008134937831689,12.039392535084858,20,True,2.0,ba2_detection,0.9
fock,46.4158883361278,0.43789740209265715,11.532171969078712,20,True,2.0,ba2_detection,0.9
fock,31.622776601683793,0.94877328660851,9.642142713468669,40,True,2.0,ba2_detection,0.9
fock,21.544346900318843,2.049466585151084,5.586641082137254,70,True,2.0,ba2_detection,0.9
fock,14.677992676220699,4.420859296356944,1.9443212268205299,213,True,2.0,ba2_detection,0.9
fock,10.0,9.529879754433946,0.5169134086270551,800,False,2.0,ba2_detection,0.9
opt_fock_sup,1000.0,0.00016056163311836322,7.94311488522782,20,True,2.0,ba2_detection,0.9
opt_fock_sup,681.2920690579615,0.0006239596771251925,7.943114528283224,20,True,2.0,ba2_detection,0.9
opt_fock_sup,464.15888336127773,0.0021442527979022635,7.943110396038349,20,True,2.0,ba2_detection,0.9
opt_fock_sup,316.2277660168379,0.0063826566553663415,7.9430749101239835,20,True,2.0,ba2_detection,0.9
opt_fock_sup,215.44346900318845,0.0167111976818866,7.9428407110020185,20,True,2.0,ba2_detection,0.9
opt_fock_sup,146.77992676220705,0.03999995827494754,7.941544164408647,20,True,2.0,ba2_detection,0.9
opt_fock_sup,100.0,0.09085899474109728,7.935016612756377,20,True,2.0,ba2_detection,0.9
opt_fock_sup,68.12920690579615,0.2008134937831689,7.9037006832347,20,True,2.0,ba2_detection,0.9
opt_fock_sup,46.4158883361278,0.43789740209265715,7.758927066243036,20,True,2.0,ba2_detection,0.9
opt_fock_sup,31.622776601683793,0.94877328660851,7.143597516419969,40,True,2.0,ba2_detection,0.9
opt_fock_sup,21.544346900318843,2.049466585151084,5.127626659426533,70,True,2.0,ba2_detection,0.9
opt_fock_sup,14.677992676220699,4.420859296356944,2.0248714788014768,315,True,2.0,ba2_detection,0.9
opt_fock_sup,10.0,9.529879754433946,0.564812612688216,800,False,2.0,ba2_detection,0.9
