exp,family,ba_type,chain,chi,nbar,theta_sig,eta_in,eta_out,pn,qfi,N_used
scaling,coherent,shear,lossless,0.0,8.0,0.0,1.0,1.0,0.0,1.9999999998,135
scaling,coherent,shear,lossless,0.0,16.0,0.0,1.0,1.0,0.0,1.9999999998000009,269
scaling,coherent,kerr,kerr_ba1,0.05,1.0,0.0,1.0,1.0,0.0,1.869583662661744,98
scaling,coherent,kerr,kerr_ba1,0.05,2.0,0.0,1.0,1.0,0.0,1.6301836631704922,98
scaling,coherent,kerr,kerr_ba1,0.05,4.0,0.0,1.0,1.0,0.0,1.1030902500164097,98
scaling,coherent,kerr,kerr_ba1,0.05,8.0,0.0,1.0,1.0,0.0,2.2709016720373256,135
scaling,coherent,kerr,kerr_ba1,0.05,16.0,0.0,1.0,1.0,0.0,20.140867784681106,269
scaling,coherent,shear,shear_detloss,2.0,1.0,0.0,1.0,0.8,0.0,0.97560969807499,98
scaling,coherent,shear,shear_detloss,2.0,2.0,0.0,1.0,0.8,0.0,0.975609698411261,118
scaling,coherent,shear,shear_detloss,2.0,4.0,0.0,1.0,0.8,0.0,0.9756097000027647,219
scaling,coherent,shear,shear_detloss,2.0,8.0,0.0,1.0,0.8,0.0,0.9756096999949841,420
scaling,coherent,shear,shear_detloss,2.0,16.0,0.0,1.0,0.8,0.0,0.975609699994505,824
scaling,squeezed,shear,lossless,0.0,1.0,0.0,1.0,1.0,0.0,11.656854242698104,98
scaling,squeezed,shear,lossless,0.0,2.0,0.0,1.0,1.0,0.0,19.79795872719429,98
scaling,squeezed,shear,lossless,0.0,4.0,0.0,1.0,1.0,0.0,35.88851151781654,138
scaling,squeezed,shear,lossless,0.0,8.0,0.0,1.0,1.0,0.0,67.9410718315706,265
scaling,squeezed,shear,lossless,0.0,16.0,0.0,1.0,1.0,0.0,131.96389855258323,377
scaling,squeezed,kerr,kerr_ba1,0.05,1.0,0.0,1.0,1.0,0.0,9.463100127144687,98
scaling,squeezed,kerr,kerr_ba1,0.05,2.0,0.0,1.0,1.0,0.0,12.758460932628857,98
scaling,squeezed,kerr,kerr_ba1,0.05,4.0,0.0,1.0,1.0,0.0,18.408952904145334,98
scaling,squeezed,kerr,kerr_ba1,0.05,8.0,0.0,1.0,1.0,0.0,32.66723423144069,189
scaling,squeezed,kerr,kerr_ba1,0.05,16.0,0.0,1.0,1.0,0.0,64.27346341824261,377
scaling,squeezed,shear,shear_detloss,2.0,1.0,0.0,1.0,0.8,0.0,1.4488585168635106,138
scaling,squeezed,shear,shear_detloss,2.0,2.0,0.0,1.0,0.8,0.0,1.5079650075667914,233
scaling,squeezed,shear,shear_detloss,2.0,4.0,0.0,1.0,0.8,0.0,1.5480216907705702,430
scaling,squeezed,shear,shear_detloss,2.0,8.0,0.0,1.0,0.8,0.0,1.572330525024542,588
scaling,squeezed,shear,shear_detloss,2.0,16.0,0.0,1.0,0.8,0.0,1.5859287149527534,824
scaling,fock,shear,lossless,0.0,1.0,0.0,1.0,1.0,0.0,5.999999998599998,98
scaling,fock,shear,lossless,0.0,2.0,0.0,1.0,1.0,0.0,9.9999999962,98
scaling,fock,shear,lossless,0.0,4.0,0.0,1.0,1.0,0.0,17.999999987799995,98
scaling,fock,shear,lossless,0.0,8.0,0.0,1.0,1.0,0.0,33.99999995659999,135
scaling,fock,shear,lossless,0.0,16.0,0.0,1.0,1.0,0.0,65.9999998366,269
scaling,fock,kerr,kerr_ba1,0.05,1.0,0.0,1.0,1.0,0.0,5.999999998599998,98
scaling,fock,kerr,kerr_ba1,0.05,2.0,0.0,1.0,1.0,0.0,9.999999996200003,98
scaling,fock,kerr,kerr_ba1,0.05,4.0,0.0,1.0,1.0,0.0,17.999999987799995,98
scaling,fock,kerr,kerr_ba1,0.05,8.0,0.0,1.0,1.0,0.0,33.9999999566,135
scaling,fock,kerr,kerr_ba1,0.05,16.0,0.0,1.0,1.0,0.0,65.9999998366,269
scaling,fock,shear,shear_detloss,2.0,1.0,0.0,1.0,0.8,0.0,1.4420051205794533,98
scaling,fock,shear,shear_detloss,2.0,2.0,0.0,1.0,0.8,0.0,1.8813128122644556,118
scaling,fock,shear,shear_detloss,2.0,4.0,0.0,1.0,0.8,0.0,2.5281730932382036,219
scaling,fock,shear,shear_detloss,2.0,8.0,0.0,1.0,0.8,0.0,3.206301286252023,420
scaling,fock,shear,shear_detloss,2.0,16.0,0.0,1.0,0.8,0.0,3.5315052916653578,824
scaling,cat,shear,lossless,0.0,1.0,0.0,1.0,1.0,0.0,10.79871455643255,98
scaling,cat,shear,lossless,0.0,2.0,0.0,1.0,1.0,0.0,18.261352543596743,98
scaling,cat,shear,lossless,0.0,4.0,0.0,1.0,1.0,0.0,34.01068114995869,98
scaling,cat,shear,lossless,0.0,8.0,0.0,1.0,1.0,0.0,66.00000705269024,135
scaling,cat,shear,lossless,0.0,16.0,0.0,1.0,1.0,0.0,129.99999942806818,269
scaling,cat,kerr,kerr_ba1,0.05,1.0,0.0,1.0,1.0,0.0,10.298025426915698,98
scaling,cat,kerr,kerr_ba1,0.05,2.0,0.0,1.0,1.0,0.0,16.527239726521877,98
scaling,cat,kerr,kerr_ba1,0.05,4.0,0.0,1.0,1.0,0.0,26.048844304396052,98
scaling,cat,kerr,kerr_ba1,0.05,8.0,0.0,1.0,1.0,0.0,28.08439548569848,135
scaling,cat,kerr,kerr_ba1,0.05,16.0,0.0,1.0,1.0,0.0,20.7786767137035,269
scaling,cat,shear,shear_detloss,2.0,1.0,0.0,1.0,0.8,0.0,1.2671734027917565,98
scaling,cat,shear,shear_detloss,2.0,2.0,0.0,1.0,0.8,0.0,1.1184773379397022,118
scaling,cat,shear,shear_detloss,2.0,4.0,0.0,1.0,0.8,0.0,0.9937683889858889,219
scaling,cat,shear,shear_detloss,2.0,8.0,0.0,1.0,0.8,0.0,0.9757870056734519,420
scaling,cat,shear,shear_detloss,2.0,16.0,0.0,1.0,0.8,0.0,0.9756097078258679,824
scaling,sqz_cat,shear,lossless,0.0,1.0,0.0,1.0,1.0,0.0,11.65436186105765,98
scaling,sqz_cat,shear,lossless,0.0,2.0,0.0,1.0,1.0,0.0,19.79501734796826,98
scaling,sqz_cat,shear,lossless,0.0,4.0,0.0,1.0,1.0,0.0,35.88587612937651,98
scaling,sqz_cat,shear,lossless,0.0,8.0,0.0,1.0,1.0,0.0,67.93922080941573,189
scaling,sqz_cat,shear,lossless,0.0,16.0,0.0,1.0,1.0,0.0,131.96851812713064,377
scaling,sqz_cat,kerr,kerr_ba1,0.05,1.0,0.0,1.0,1.0,0.0,9.666690982453353,98
scaling,sqz_cat,kerr,kerr_ba1,0.05,2.0,0.0,1.0,1.0,0.0,13.044918364566067,98
scaling,sqz_cat,kerr,kerr_ba1,0.05,4.0,0.0,1.0,1.0,0.0,18.05510741383669,98
scaling,sqz_cat,kerr,kerr_ba1,0.05,8.0,0.0,1.0,1.0,0.0,32.10406591924423,135
scaling,sqz_cat,kerr,kerr_ba1,0.05,16.0,0.0,1.0,1.0,0.0,64.07724704239457,269
scaling,sqz_cat,shear,shear_detloss,2.0,1.0,0.0,1.0,0.8,0.0,1.4480325165757204,138
scaling,sqz_cat,shear,shear_detloss,2.0,2.0,0.0,1.0,0.8,0.0,1.5067762537034233,233
scaling,sqz_cat,shear,shear_detloss,2.0,4.0,0.0,1.0,0.8,0.0,1.5469256258599675,430
scaling,sqz_cat,shear,shear_detloss,2.0,8.0,0.0,1.0,0.8,0.0,1.5713834324774913,588
scaling,sqz_cat,shear,shear_detloss,2.0,16.0,0.0,1.0,0.8,0.0,1.5853394211499967,824
