state,signal_quadrature,no_BA,BA1,BA2,BA3,max_BA3_minus_BA12
squeezed,p-quadrature (physical),9.42810858139441,4.353908802994494,4.353908802994493,4.353908802994486,7.993605777301127e-15
squeezed,x-quadrature,0.19979839141990408,9.779813102498721,0.20100536854068227,2.5413501557185314,7.23846294678019
cat_even,p-quadrature (physical),7.682894252338682,2.9727670333172056,2.9727670333172123,2.972767033317208,4.440892098500626e-15
cat_even,x-quadrature,1.5840033027153977,7.359532283819011,1.6106541286276306,2.8129117498515983,4.546620533967412
