eta,sigma_phi,qfi_gaussian,nbar_gaussian,qfi_fock_sup,nbar_fock_sup,advantage_dB,qfi_paper,advantage_paper_dB,bound_min,runtime_s
0.95,0.0,41.79445842624118,4.887324034219693,39.67777577156603,5.000621131950098,0.0,42.1,0.0,42.88559711302184,781.231516122818
0.95,0.1,23.274025792012363,4.887324034219694,31.72135092808485,5.000366953110555,1.344801632237178,31.7,1.3,42.462895507544985,837.5414397716522
0.95,0.2,18.239571385013612,4.896078844674848,30.531683507132524,5.000411485964255,2.237361232681244,30.5,2.2,41.244351335869816,424.8284878730774
0.99,0.0,72.2177940651826,4.887324034219693,70.74203430273604,5.002495003345836,0.0,72.3,0.0,72.6040288434133,420.4775381088257
0.99,0.1,53.35341949993473,4.887324034219693,67.7907202898961,5.002493159229749,1.0400798916809026,67.8,1.0,71.88702203436924,329.269736289978
0.99,0.2,50.837119251264895,4.887324034219693,65.56590440821734,5.0024255754162645,1.1049712345160176,65.5,1.1,69.82006875836632,365.7029347419739
