state,ordering,loss_placement,f_hz,kappa,qfi_epsilon_a,sigma_h,sigma_h_over_hsql,method,cutoff,converged
squeezed,BA1,injection,681.2920690579608,0.09213307477274686,14.24418173412822,6.631257752371452e-25,1.2344925184033262,gaussian,0,True
squeezed,BA1,injection,825.4041852680182,0.04282157580077135,14.24418173412822,8.028585481883389e-25,1.8107768032043563,gaussian,0,True
squeezed,BA1,injection,1000.0,0.019894140793964385,14.24418173412822,9.722421186816489e-25,2.6566457739027047,gaussian,0,True
squeezed,BA1,concurrent,10.0,97079.71751816789,1.9480513586213322e-09,3.763494837740424e-21,102.83727133057461,gaussian,0,True
squeezed,BA1,concurrent,12.115276586285882,64666.33333740737,4.3903681297456454e-09,2.5353204395981362e-21,83.93158236917817,gaussian,0,True
squeezed,BA1,concurrent,14.677992676220699,42661.77822750102,1.0087406043293351e-08,1.699729778140448e-21,68.17195829656254,gaussian,0,True
squeezed,BA1,concurrent,17.78279410038923,27774.396025481048,2.379951803949418e-08,1.1320077102311723e-21,55.005815127290944,gaussian,0,True
squeezed,BA1,concurrent,21.544346900318832,17764.537446089365,5.817676940131677e-08,7.472582047485166e-22,43.99094034393175,gaussian,0,True
squeezed,BA1,concurrent,26.10157215682536,11105.35318349556,1.488650184026088e-07,4.8767062443488595e-22,34.78183436697296,gaussian,0,True
squeezed,BA1,concurrent,31.622776601683793,6749.487979912539,4.0300992361663373e-07,3.138069036104504e-22,27.11575577006505,gaussian,0,True
squeezed,BA1,concurrent,38.311868495572874,3969.586460544283,1.1651097578146388e-06,1.9863985612060616e-22,20.7950009845632,gaussian,0,True
squeezed,BA1,concurrent,46.41588833612777,2252.376878641662,3.6188881976850155e-06,1.2350399268516836e-22,15.664151846587524,gaussian,0,True
squeezed,BA1,concurrent,56.23413251903491,1232.2002252896486,1.2091896771982056e-05,7.539940530092174e-23,11.585829697271718,gaussian,0,True
squeezed,BA1,concurrent,68.12920690579611,651.1800343107965,4.329659901924527e-05,4.5242335360255157e-23,8.422433059151691,gaussian,0,True
squeezed,BA1,concurrent,82.54041852680182,333.75582333615046,0.00016481399787084792,2.673484300675574e-23,6.029808571283596,gaussian,0,True
squeezed,BA1,concurrent,100.0,166.75783567172073,0.0006601801002455297,1.5598449754297755e-23,4.262267065263585,gaussian,0,True
squeezed,BA1,concurrent,121.15276586285876,81.65466420304968,0.0027529711486132544,9.010131221342237e-24,2.982796805286899,gaussian,0,True
squeezed,BA1,concurrent,146.7799267622069,39.37455562134677,0.011831042485236108,5.166182828382575e-24,2.0720281827045395,gaussian,0,True
squeezed,BA1,concurrent,177.82794100389228,18.773411876910597,0.05188009160663422,2.949061344376828e-24,1.4329895604218557,gaussian,0,True
squeezed,BA1,concurrent,215.44346900318823,8.87845779448332,0.22872981885033572,1.68574656838194e-24,0.9923956171165047,gaussian,0,True
squeezed,BA1,concurrent,261.0157215682536,4.174744780956828,0.973040029626951,9.838044723241938e-25,0.7016728605607495,gaussian,0,True
squeezed,BA1,concurrent,316.2277660168379,1.9551114949784008,3.489042786596976,6.266381994630066e-25,0.5414721020263219,gaussian,0,True
squeezed,BA1,concurrent,383.1186849557285,0.9130574356463572,8.076378535434893,4.974679005129541e-25,0.5207839797605616,gaussian,0,True
squeezed,BA1,concurrent,464.15888336127773,0.425584997186887,11.328285313246518,5.078247542953143e-25,0.6440799110855855,gaussian,0,True
squeezed,BA1,concurrent,562.341325190349,0.19810633841316985,12.415132530884014,5.868551395321916e-25,0.9017582667201068,gaussian,0,True
squeezed,BA1,concurrent,681.2920690579608,0.09213307477274686,12.678842317282877,7.028697645423749e-25,1.3084809822528303,gaussian,0,True
squeezed,BA1,concurrent,825.4041852680182,0.04282157580077135,12.737380383056031,8.49019625823595e-25,1.9148890515966208,gaussian,0,True
squeezed,BA1,concurrent,1000.0,0.019894140793964385,12.750099827805176,1.0276290947339425e-24,2.807990354672463,gaussian,0,True
squeezed,BA1,detection,10.0,97079.71751816789,1.7405837518071307e-09,3.981475644013852e-21,108.79358382363405,gaussian,0,True
squeezed,BA1,detection,12.115276586285882,64666.33333740737,3.922793614894882e-09,2.682165650608698e-21,88.79288145033333,gaussian,0,True
squeezed,BA1,detection,14.677992676220699,42661.77822750102,9.013096589642094e-09,1.7981777589296125e-21,72.12046336310445,gaussian,0,True
squeezed,BA1,detection,17.78279410038923,27774.396025481048,2.126486769306836e-08,1.1975733517485807e-21,58.191740031700206,gaussian,0,True
squeezed,BA1,detection,21.544346900318832,17764.537446089365,5.1980939365083004e-08,7.905392381996747e-22,46.53888608540992,gaussian,0,True
squeezed,BA1,detection,26.10157215682536,11105.35318349556,1.330108834642985e-07,5.159164014302933e-22,36.79639068387059,gaussian,0,True
squeezed,BA1,detection,31.622776601683793,6749.487979912539,3.600893383840707e-07,3.3198253153405434e-22,28.68629447419701,gaussian,0,True
squeezed,BA1,detection,38.311868495572874,3969.586460544283,1.0410254865966828e-06,2.101450335851791e-22,21.99944293984787,gaussian,0,True
squeezed,BA1,detection,46.41588833612777,2252.376878641662,3.2334763499023553e-06,1.306573172051138e-22,16.571416130536456,gaussian,0,True
squeezed,BA1,detection,56.23413251903491,1232.2002252896486,1.0804108914631666e-05,7.976652253334493e-23,12.25687844521532,gaussian,0,True
squeezed,BA1,detection,68.12920690579611,651.1800343107965,3.8685508176099555e-05,4.786276163017445e-23,8.910258558633451,gaussian,0,True
squeezed,BA1,detection,82.54041852680182,333.75582333615046,0.00014726129549653939,2.828331932609763e-23,6.379053778387973,gaussian,0,True
squeezed,BA1,detection,100.0,166.75783567172073,0.0005898708731000848,1.6501908587284707e-23,4.509136650979998,gaussian,0,True
squeezed,BA1,detection,121.15276586285876,81.65466420304968,0.002459779527507578,9.531996071152063e-24,3.1555597505275994,gaussian,0,True
squeezed,BA1,detection,146.7799267622069,39.37455562134677,0.010571035627785458,5.465407019417423e-24,2.19203960649019,gaussian,0,True
