freq_hz,K,n_target,state,placement,eta,qfi,eps_min,n_actual,theta,split,method
647.5,0.000740674097210292,2.0,fock,none,1.0,19.999999984800006,0.22360679783494952,2.0,,,fock(N=79)
647.5,0.000740674097210292,2.0,fock,det,0.9,12.182122432318142,0.28650916571519003,2.0,,,fock(N=79)
647.5,0.000740674097210292,2.0,fock,det,0.7,4.744035825049554,0.4591197973083259,2.0,,,fock(N=79)
647.5,0.000740674097210292,2.0,fock,inj,0.9,13.535693771251804,0.2718064383665399,2.0,,,fock(N=79)
647.5,0.000740674097210292,2.0,fock,conc,0.9,12.844055758682318,0.27902872130294193,2.0,,,fock(N=79)
1000.0,0.00016056163311836322,2.0,coherent,none,1.0,4.0,0.5,2.0,,,gaussian
1000.0,0.00016056163311836322,2.0,coherent,det,0.9,3.599999991647267,0.5270462773061573,2.0,,,gaussian
1000.0,0.00016056163311836322,2.0,coherent,det,0.7,2.7999999848413375,0.5976143062848813,2.0,,,gaussian
1000.0,0.00016056163311836322,2.0,coherent,inj,0.9,4.0,0.5,2.0,,,gaussian
1000.0,0.00016056163311836322,2.0,coherent,conc,0.9,3.795610868616231,0.5132856930502441,2.0,,,gaussian
1000.0,0.00016056163311836322,2.0,sqz_vac,none,1.0,39.59591794226543,0.1589186225978911,2.0,0.0,,gaussian
1000.0,0.00016056163311836322,2.0,sqz_vac,det,0.9,18.85621691869307,0.2302887472160811,2.0,0.0,,gaussian
1000.0,0.00016056163311836322,2.0,sqz_vac,det,0.7,7.552984845871913,0.36386534377265417,2.0,0.0,,gaussian
1000.0,0.00016056163311836322,2.0,sqz_vac,inj,0.9,20.951352411650515,0.21847108675421986,2.0,0.0,,gaussian
1000.0,0.00016056163311836322,2.0,sqz_vac,conc,0.9,19.880795156601998,0.2242761667744395,2.0,0.0,,gaussian
1000.0,0.00016056163311836322,2.0,cat,none,1.0,36.522705062589296,0.16546971996344037,1.9999999999999982,,,fock(N=91)
1000.0,0.00016056163311836322,2.0,cat,det,0.9,15.365788270432203,0.2551071187174824,1.9999999999999982,,,fock(N=91)
1000.0,0.00016056163311836322,2.0,cat,det,0.7,4.367602741071524,0.47849613599137436,1.9999999999999982,,,fock(N=91)
1000.0,0.00016056163311836322,2.0,cat,inj,0.9,17.073098333013284,0.24201586093545202,1.9999999999999982,,,fock(N=91)
1000.0,0.00016056163311836322,2.0,cat,conc,0.9,16.200709314953983,0.2484465584589209,1.9999999999999982,,,fock(N=91)
1000.0,0.00016056163311836322,2.0,sqz_cat,none,1.0,39.595726559806735,0.15891900665701336,1.9999999999999993,0.0,0.75,fock(N=93)
1000.0,0.00016056163311836322,2.0,sqz_cat,det,0.9,18.85512160621717,0.23029543596834876,1.9999999999999993,0.0,0.75,fock(N=93)
1000.0,0.00016056163311836322,2.0,sqz_cat,det,0.7,7.552543820315554,0.36387596744971407,1.9999999999999993,0.0,0.75,fock(N=93)
1000.0,0.00016056163311836322,2.0,sqz_cat,inj,0.9,20.950135418240695,0.21847743215501103,1.9999999999999993,0.0,0.75,fock(N=93)
1000.0,0.00016056163311836322,2.0,sqz_cat,conc,0.9,19.879640340591763,0.22428268082455455,1.9999999999999993,0.0,0.75,fock(N=93)
1000.0,0.00016056163311836322,2.0,fock,none,1.0,19.999999984799977,0.2236067978349497,2.0,,,fock(N=79)
1000.0,0.00016056163311836322,2.0,fock,det,0.9,12.182124304771033,0.2865091436962497,2.0,,,fock(N=79)
1000.0,0.00016056163311836322,2.0,fock,det,0.7,4.744036179304899,0.4591197801662091,2.0,,,fock(N=79)
1000.0,0.00016056163311836322,2.0,fock,inj,0.9,13.535693771251808,0.2718064383665399,2.0,,,fock(N=79)
1000.0,0.00016056163311836322,2.0,fock,conc,0.9,12.844056528245755,0.2790287129438108,2.0,,,fock(N=79)
100.0,0.09085899474109728,1.0,coherent,none,1.0,4.0,0.5,1.0,,,gaussian
100.0,0.09085899474109728,1.0,coherent,det,0.9,3.5973272501615328,0.527242033321426,1.0,,,gaussian
100.0,0.09085899474109728,1.0,coherent,det,0.7,2.7951542508395533,0.598132099884515,1.0,,,gaussian
100.0,0.09085899474109728,1.0,sqz_vac,none,1.0,23.31370849898476,0.20710678118654754,1.0,0.0,,gaussian
100.0,0.09085899474109728,1.0,sqz_vac,det,0.9,14.122255218144597,0.26610189792331296,1.0,0.06981317007977318,,gaussian
100.0,0.09085899474109728,1.0,sqz_vac,det,0.7,6.653766327516851,0.3876736003174667,1.0,0.12217304763960307,,gaussian
100.0,0.09085899474109728,1.0,cat,none,1.0,21.59742910366729,0.2151785474328283,1.000000000000068,,,fock(N=68)
100.0,0.09085899474109728,1.0,cat,det,0.9,12.831531853802929,0.2791648576946183,1.000000000000068,,,fock(N=68)
100.0,0.09085899474109728,1.0,cat,det,0.7,5.364776138525472,0.4317418993612889,1.000000000000068,,,fock(N=68)
100.0,0.09085899474109728,1.0,sqz_cat,none,1.0,23.313532004258324,0.2071075651343745,0.9999999999999999,0.0,0.75,fock(N=69)
100.0,0.09085899474109728,1.0,sqz_cat,det,0.9,14.121723342515411,0.26610690906035034,0.9999999999999993,0.06981317007977318,0.75,fock(N=69)
100.0,0.09085899474109728,1.0,sqz_cat,det,0.7,6.653193360997098,0.38769029299415986,1.0000000000000002,0.12217304763960307,0.75,fock(N=69)
100.0,0.09085899474109728,1.0,fock,none,1.0,11.999999994400001,0.2886751346621704,1.0,,,fock(N=61)
100.0,0.09085899474109728,1.0,fock,det,0.9,8.767339279220028,0.33772724196359716,1.0,,,fock(N=61)
100.0,0.09085899474109728,1.0,fock,det,0.7,4.3575482459497845,0.47904785277968387,1.0,,,fock(N=61)
100.0,0.09085899474109728,2.0,coherent,none,1.0,4.0,0.5,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,det,0.9,3.5973272501615328,0.527242033321426,2.0,,,gaussian
100.0,0.09085899474109728,2.0,coherent,det,0.7,2.7951542508395533,0.598132099884515,2.0,,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,none,1.0,39.59591794226543,0.1589186225978911,2.0,0.0,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,det,0.9,18.81718500771823,0.23052746393977275,2.0,0.08726646259971647,,gaussian
100.0,0.09085899474109728,2.0,sqz_vac,det,0.7,7.5432795212559,0.3640993465095697,2.0,0.13962634015954636,,gaussian
100.0,0.09085899474109728,2.0,cat,none,1.0,36.52270506258928,0.1654697199634404,1.9999999999999982,,,fock(N=91)
100.0,0.09085899474109728,2.0,cat,det,0.9,15.28666086811527,0.25576651416488155,1.9999999999999982,,,fock(N=91)
100.0,0.09085899474109728,2.0,cat,det,0.7,4.345994771861703,0.4796841850534165,1.9999999999999982,,,fock(N=91)
100.0,0.09085899474109728,2.0,sqz_cat,none,1.0,39.595726559806764,0.15891900665701328,1.9999999999999993,0.0,0.75,fock(N=93)
100.0,0.09085899474109728,2.0,sqz_cat,det,0.9,18.81571566965108,0.230536464824238,2.0000000000000013,0.08726646259971647,0.75,fock(N=93)
100.0,0.09085899474109728,2.0,sqz_cat,det,0.7,7.542591210717375,0.3641159593481159,2.0,0.13962634015954636,0.75,fock(N=93)
100.0,0.09085899474109728,2.0,fock,none,1.0,19.99999998479995,0.22360679783494983,2.0,,,fock(N=79)
100.0,0.09085899474109728,2.0,fock,det,0.9,12.152629782150868,0.28685661290485603,2.0,,,fock(N=79)
100.0,0.09085899474109728,2.0,fock,det,0.7,4.7384435278576245,0.45939064333991014,2.0,,,fock(N=79)
100.0,0.09085899474109728,4.0,coherent,none,1.0,4.0,0.5,4.0,,,gaussian
100.0,0.09085899474109728,4.0,coherent,det,0.9,3.5973272501615328,0.527242033321426,4.0,,,gaussian
100.0,0.09085899474109728,4.0,coherent,det,0.7,2.7951542508395533,0.598132099884515,4.0,,,gaussian
100.0,0.09085899474109728,4.0,sqz_vac,none,1.0,71.77708763999662,0.11803398874989487,4.0,0.0,,gaussian
100.0,0.09085899474109728,4.0,sqz_vac,det,0.9,23.931222931312337,0.20441725578434866,4.0,0.12217304763960307,,gaussian
100.0,0.09085899474109728,4.0,sqz_vac,det,0.7,8.252391103889124,0.34810486981404676,4.0,0.15707963267948966,,gaussian
100.0,0.09085899474109728,4.0,cat,none,1.0,68.02136221839517,0.12124876884692609,3.9999999999999996,,,fock(N=139)
100.0,0.09085899474109728,4.0,cat,det,0.9,13.951396347513638,0.2677263773866085,3.9999999999999996,,,fock(N=139)
100.0,0.09085899474109728,4.0,cat,det,0.7,3.0594551651428272,0.5717128496507196,3.9999999999999996,,,fock(N=139)
100.0,0.09085899474109728,4.0,sqz_cat,none,1.0,71.77692169298766,0.11803412519609235,3.9999999999999933,0.0,0.75,fock(N=142)
100.0,0.09085899474109728,4.0,sqz_cat,det,0.9,23.929021096991235,0.20442666031816584,3.9999999999999987,0.12217304763960307,0.75,fock(N=142)
100.0,0.09085899474109728,4.0,sqz_cat,det,0.7,8.25179065007351,0.34811753476786633,3.9999999999999947,0.15707963267948966,0.75,fock(N=141)
100.0,0.09085899474109728,4.0,fock,none,1.0,35.9999999512,0.1666666667796296,4.0,,,fock(N=115)
100.0,0.09085899474109728,4.0,fock,det,0.9,15.955071645366012,0.25035174372229163,4.0,,,fock(N=115)
100.0,0.09085899474109728,4.0,fock,det,0.7,4.873846061860737,0.45296442636163425,4.0,,,fock(N=115)
100.0,0.09085899474109728,8.0,coherent,none,1.0,4.0,0.5,8.0,,,gaussian
100.0,0.09085899474109728,8.0,coherent,det,0.9,3.5973272501615328,0.527242033321426,8.0,,,gaussian
100.0,0.09085899474109728,8.0,coherent,det,0.7,2.7951542508395533,0.598132099884515,8.0,,,gaussian
100.0,0.09085899474109728,8.0,sqz_vac,none,1.0,135.88225099390854,0.08578643762690495,8.0,0.0,,gaussian
100.0,0.09085899474109728,8.0,sqz_vac,det,0.9,28.42100318021231,0.1875773078118671,8.0,0.13962634015954636,,gaussian
100.0,0.09085899474109728,8.0,sqz_vac,det,0.7,8.729072540367842,0.33846670123813033,8.0,0.17453292519943295,,gaussian
100.0,0.09085899474109728,8.0,cat,none,1.0,132.00001380631397,0.0870388234260107,7.999999999999703,,,fock(N=235)
100.0,0.09085899474109728,8.0,cat,det,0.9,7.737197518054986,0.3595076681048112,7.999999999999703,,,fock(N=235)
100.0,0.09085899474109728,8.0,cat,det,0.7,2.7993975596338334,0.5976786055757265,7.999999999999703,,,fock(N=235)
100.0,0.09085899474109728,8.0,sqz_cat,none,1.0,135.8820389588504,0.08578650455894887,7.999999999999988,0.0,0.75,fock(N=238)
100.0,0.09085899474109728,8.0,sqz_cat,det,0.9,28.417947078872185,0.18758739368909236,7.999999999999985,0.13962634015954636,0.75,fock(N=238)
100.0,0.09085899474109728,8.0,sqz_cat,det,0.7,8.728702432079011,0.33847387687533004,7.999999999999969,0.17453292519943295,0.75,fock(N=237)
100.0,0.09085899474109728,8.0,fock,none,1.0,67.99999982639997,0.1212678126729613,8.0,,,fock(N=187)
100.0,0.09085899474109728,8.0,fock,det,0.9,18.626370281961325,0.2317052551711177,8.0,,,fock(N=187)
100.0,0.09085899474109728,8.0,fock,det,0.7,4.841359390607897,0.4544816348459745,8.0,,,fock(N=187)
100.0,0.09085899474109728,16.0,coherent,none,1.0,4.0,0.5,16.0,,,gaussian
100.0,0.09085899474109728,16.0,coherent,det,0.9,3.5973272501615328,0.527242033321426,16.0,,,gaussian
100.0,0.09085899474109728,16.0,coherent,det,0.7,2.7951542508395533,0.598132099884515,16.0,,,gaussian
100.0,0.09085899474109728,16.0,sqz_vac,none,1.0,263.9393800197643,0.061552812808830376,16.0,0.0,,gaussian
100.0,0.09085899474109728,16.0,sqz_vac,det,0.9,31.651479886692997,0.1777472906864574,16.0,0.15707963267948966,,gaussian
100.0,0.09085899474109728,16.0,sqz_vac,det,0.7,9.012108606368514,0.3331093258915673,16.0,0.17453292519943295,,gaussian
100.0,0.09085899474109728,16.0,cat,none,1.0,259.99999771226953,0.0620173675674485,16.000000000000007,,,fock(N=420)
100.0,0.09085899474109728,16.0,cat,det,0.9,3.929520539504964,0.5044640455824854,16.000000000000007,,,fock(N=420)
100.0,0.09085899474109728,16.0,cat,det,0.7,2.7951548680200218,0.5981320338496283,16.000000000000007,,,fock(N=420)
100.0,0.09085899474109728,16.0,sqz_cat,none,1.0,263.9385056404928,0.061552914765267,16.00000000000001,0.0,0.75,fock(N=420)
100.0,0.09085899474109728,16.0,sqz_cat,det,0.9,31.648717008974437,0.1777550490311541,16.000000000000018,0.15707963267948966,0.75,fock(N=420)
100.0,0.09085899474109728,16.0,sqz_cat,det,0.7,9.011818236984306,0.3331146923985341,15.999999999999991,0.17453292519943295,0.75,fock(N=420)
100.0,0.09085899474109728,16.0,fock,none,1.0,131.99999934639987,0.087038828193336,16.0,,,fock(N=331)
100.0,0.09085899474109728,16.0,fock,det,0.9,19.33546659606317,0.22741686669753636,16.0,,,fock(N=331)
100.0,0.09085899474109728,16.0,fock,det,0.7,4.772805201422852,0.45773397131113286,16.0,,,fock(N=331)
