freq_hz,K,n_target,state,scenario,qfi,eps_min,n_actual,theta,split,method
31.6,0.9501482137621282,2.0,sqz_cat,loss_post,12.847423837402088,0.2789921438414896,1.9999999999999993,0.0,0.75,fock(N=81)
31.6,0.9501482137621282,2.0,sqz_cat,loss_post_07,4.442098221242323,0.47446690114845763,1.9999999999999993,0.0,0.75,fock(N=89)
31.6,0.9501482137621282,2.0,sqz_cat,pn_pre,36.04361923495415,0.1665657878781246,2.0,0.0,0.75,fock(N=79)
31.6,0.9501482137621282,2.0,sqz_cat,pn_conc,37.78463583221159,0.1626830775567251,1.9999999999999993,0.0,0.75,fock(N=81)
31.6,0.9501482137621282,2.0,sqz_cat,pn_post,39.58274032615223,0.15894507344893757,1.9999999999999836,0.0,0.5,fock(N=81)
31.6,0.9501482137621282,2.0,sqz_cat,pn_then_loss,6.357869847012919,0.39659221367965397,1.999999999999981,0.0,0.5,fock(N=83)
31.6,0.9501482137621282,2.0,sqz_cat,loss_then_pn,10.074955981068486,0.3150492291507266,1.999999999999981,0.0,0.5,fock(N=83)
31.6,0.9501482137621282,2.0,fock,lossless,19.9999999848,0.22360679783494958,2.0,,,fock(N=78)
31.6,0.9501482137621282,2.0,fock,loss_pre,13.53569377124277,0.2718064383666306,2.0,,,fock(N=78)
31.6,0.9501482137621282,2.0,fock,loss_conc,11.633207862198544,0.29319074425332553,2.0,,,fock(N=79)
31.6,0.9501482137621282,2.0,fock,loss_post,9.636363603633995,0.32213907750865073,2.0,,,fock(N=79)
31.6,0.9501482137621282,2.0,fock,loss_post_07,4.158851114144573,0.49035805471268556,2.0,,,fock(N=83)
31.6,0.9501482137621282,2.0,fock,pn_pre,19.9999999848,0.22360679783494958,2.0,,,fock(N=79)
31.6,0.9501482137621282,2.0,fock,pn_conc,19.7093143377517,0.22524971077462147,2.0,,,fock(N=79)
31.6,0.9501482137621282,2.0,fock,pn_post,19.998698180922077,0.22361407549514906,2.0,,,fock(N=79)
31.6,0.9501482137621282,2.0,fock,pn_then_loss,9.63636360361044,0.3221390775090444,2.0,,,fock(N=80)
31.6,0.9501482137621282,2.0,fock,loss_then_pn,12.561011863084994,0.2821549586875297,2.0,,,fock(N=80)
56.2,0.2972403017767778,2.0,coherent,lossless,4.0,0.5,2.0,,,gaussian
56.2,0.2972403017767778,2.0,coherent,loss_pre,4.0,0.5,2.0,,,gaussian
56.2,0.2972403017767778,2.0,coherent,loss_conc,3.7850347740710437,0.514002300892638,2.0,,,gaussian
56.2,0.2972403017767778,2.0,coherent,loss_post,3.5715998461880796,0.5291375744575191,2.0,,,gaussian
56.2,0.2972403017767778,2.0,coherent,loss_post_07,2.7489954750647616,0.6031328559429368,2.0,,,gaussian
56.2,0.2972403017767778,2.0,coherent,pn_pre,2.336375384537034,0.654227339675772,2.0000000000000013,,,fock(N=78)
56.2,0.2972403017767778,2.0,coherent,pn_conc,2.167198185628157,0.6792829059626494,2.0000000000000013,,,fock(N=78)
56.2,0.2972403017767778,2.0,coherent,pn_post,2.0799382775728956,0.6933855332035385,2.0000000000000013,,,fock(N=78)
56.2,0.2972403017767778,2.0,coherent,pn_then_loss,2.180762867468412,0.6771669882033138,2.0000000000000013,,,fock(N=78)
56.2,0.2972403017767778,2.0,coherent,loss_then_pn,2.1674838261625777,0.6792381450461165,2.0000000000000013,,,fock(N=78)
56.2,0.2972403017767778,2.0,sqz_vac,lossless,39.59591794226543,0.1589186225978911,2.0,0.0,,gaussian
56.2,0.2972403017767778,2.0,sqz_vac,loss_pre,20.951352411650518,0.2184710867542198,2.0,0.0,,gaussian
56.2,0.2972403017767778,2.0,sqz_vac,loss_conc,19.69255019778136,0.22534556718574056,2.0,0.15707963267948966,,gaussian
