state,s_lossless,s_weak_ba,s_strong_ba
cat,0.956478280213949,-0.84955103349321,-0.8776014123989699
coherent,-3.039423293511861e-14,-4.048467223872603e-07,-3.476503229279755e-08
fock,0.9175378398080284,0.2229799798227514,0.3034751615922765
sqz_cat,0.9208291808430003,0.24541421219264492,0.17120241546329093
sqz_vac,0.9207615853774112,0.2462618649322714,0.1714423031436441
