id,state_type,loss_config,eta,pn,N_target,n_sups,N_basis,qfi,N_actual,gradient_refined,cost_final,valid,notes,qfi_converged,N_basis_converged
fock_sup_loss_ch_eta0p55_pn0_Nt5_ns1,fock_sup,loss_ch,0.55,0,5,1,40,3.36189,3,true,-3.36189,,,3.36189,60
fock_sup_loss_ch_eta0p55_pn0_Nt5_ns2,fock_sup,loss_ch,0.55,0,5,2,40,4.92659,4.34381,true,-4.92659,,,4.92659,60
fock_sup_loss_ch_eta0p55_pn0p05_Nt5_ns1,fock_sup,loss_ch,0.55,0.05,5,1,40,3.36189,3,true,-3.36189,,,3.36189,60
fock_sup_loss_ch_eta0p55_pn0p05_Nt5_ns2,fock_sup,loss_ch,0.55,0.05,5,2,40,4.90948,4.34789,true,-4.90948,,,4.90948,60
fock_sup_loss_ch_eta0p55_pn0p2_Nt5_ns1,fock_sup,loss_ch,0.55,0.2,5,1,40,3.36189,3,true,-3.36189,,,3.36189,60
fock_sup_loss_ch_eta0p55_pn0p2_Nt5_ns2,fock_sup,loss_ch,0.55,0.2,5,2,40,4.68338,4.39603,true,-4.68338,,,4.68338,60
fock_sup_loss_ch_eta0p5_pn0_Nt1_ns1,fock_sup,loss_ch,0.5,0,1,1,40,2.85685,0,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0_Nt1_ns2,fock_sup,loss_ch,0.5,0,1,2,40,3.87466,0.300921,true,-3.87466,,,3.87466,60
fock_sup_loss_ch_eta0p5_pn0_Nt1_ns3,fock_sup,loss_ch,0.5,0,1,3,40,4.37825,0.685372,true,-4.37825,,,4.37825,60
fock_sup_loss_ch_eta0p5_pn0_Nt1_ns4,fock_sup,loss_ch,0.5,0,1,4,40,4.6527,1,true,-4.6527,,,4.6527,60
fock_sup_loss_ch_eta0p5_pn0_Nt1_ns5,fock_sup,loss_ch,0.5,0,1,5,40,4.4186,0.965105,true,-4.4186,,,4.4186,60
fock_sup_loss_ch_eta0p5_pn0_Nt2_ns1,fock_sup,loss_ch,0.5,0,2,1,60,2.85685,0,true,-2.85685,,,2.85685,90
fock_sup_loss_ch_eta0p5_pn0_Nt2_ns2,fock_sup,loss_ch,0.5,0,2,2,60,3.87466,0.300915,true,-3.87466,,,3.87466,90
fock_sup_loss_ch_eta0p5_pn0_Nt2_ns3,fock_sup,loss_ch,0.5,0,2,3,60,4.37825,0.685368,true,-4.37825,,,4.37825,90
fock_sup_loss_ch_eta0p5_pn0_Nt2_ns4,fock_sup,loss_ch,0.5,0,2,4,60,4.65352,1.04139,true,-4.65352,,,4.65352,90
fock_sup_loss_ch_eta0p5_pn0_Nt2_ns5,fock_sup,loss_ch,0.5,0,2,5,60,4.56096,1.86968,true,-4.56096,,,4.56096,90
fock_sup_loss_ch_eta0p5_pn0_Nt5_ns1,fock_sup,loss_ch,0.5,0,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0_Nt5_ns2,fock_sup,loss_ch,0.5,0,5,2,40,4.32351,4.30629,true,-4.32351,,,4.32351,60
fock_sup_loss_ch_eta0p5_pn0_Nt5_ns3,fock_sup,loss_ch,0.5,0,5,3,40,4.34578,4.17965,true,-4.34578,,,4.34578,60
fock_sup_loss_ch_eta0p5_pn0_Nt5_ns4,fock_sup,loss_ch,0.5,0,5,4,40,4.66286,4.53284,true,-4.66286,,,4.66286,60
fock_sup_loss_ch_eta0p5_pn0_Nt5_ns5,fock_sup,loss_ch,0.5,0,5,5,40,4.66286,4.53284,true,-4.66286,,,4.66286,60
fock_sup_loss_ch_eta0p5_pn0_Nt10_ns1,fock_sup,loss_ch,0.5,0,10,1,150,2.85685,10,true,-2.85685,,,2.85685,225
fock_sup_loss_ch_eta0p5_pn0_Nt10_ns2,fock_sup,loss_ch,0.5,0,10,2,150,4.43304,9.16833,true,-4.43304,,,4.43304,225
fock_sup_loss_ch_eta0p5_pn0_Nt10_ns3,fock_sup,loss_ch,0.5,0,10,3,150,4.67751,9.63665,true,-4.67751,,,4.67751,225
fock_sup_loss_ch_eta0p5_pn0_Nt10_ns4,fock_sup,loss_ch,0.5,0,10,4,150,4.82796,10,true,-4.82796,,,4.82796,225
fock_sup_loss_ch_eta0p5_pn0_Nt10_ns5,fock_sup,loss_ch,0.5,0,10,5,150,4.73096,6.0673,true,-4.73096,,,4.73096,225
fock_sup_loss_ch_eta0p5_pn0p05_Nt5_ns1,fock_sup,loss_ch,0.5,0.05,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p05_Nt5_ns2,fock_sup,loss_ch,0.5,0.05,5,2,40,4.30824,4.30977,true,-4.30824,,,4.30824,60
fock_sup_loss_ch_eta0p5_pn0p05_Nt5_ns3,fock_sup,loss_ch,0.5,0.05,5,3,40,4.30824,4.30977,true,-4.30824,,,4.30824,60
fock_sup_loss_ch_eta0p5_pn0p05_Nt5_ns4,fock_sup,loss_ch,0.5,0.05,5,4,40,4.60226,5,true,-4.60226,,,4.60226,60
fock_sup_loss_ch_eta0p5_pn0p05_Nt5_ns5,fock_sup,loss_ch,0.5,0.05,5,5,40,4.61046,4.57754,true,-4.61046,,,4.61046,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt1_ns1,fock_sup,loss_ch,0.5,0.1,1,1,40,2.85685,0,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt1_ns2,fock_sup,loss_ch,0.5,0.1,1,2,40,3.83373,0.294496,true,-3.83373,,,3.83373,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt1_ns3,fock_sup,loss_ch,0.5,0.1,1,3,40,4.25074,0.615983,true,-4.25074,,,4.25074,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt1_ns4,fock_sup,loss_ch,0.5,0.1,1,4,40,4.25074,0.615983,true,-4.25074,,,4.25074,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt1_ns5,fock_sup,loss_ch,0.5,0.1,1,5,40,4.25408,0.626308,true,-4.25408,,,4.25134,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt2_ns1,fock_sup,loss_ch,0.5,0.1,2,1,60,2.85685,0,true,-2.85685,,,2.85685,90
fock_sup_loss_ch_eta0p5_pn0p1_Nt2_ns2,fock_sup,loss_ch,0.5,0.1,2,2,60,3.83373,0.294491,true,-3.83373,,,3.83373,90
fock_sup_loss_ch_eta0p5_pn0p1_Nt2_ns3,fock_sup,loss_ch,0.5,0.1,2,3,60,4.25074,0.615984,true,-4.25074,,,4.25074,90
fock_sup_loss_ch_eta0p5_pn0p1_Nt2_ns4,fock_sup,loss_ch,0.5,0.1,2,4,60,4.46757,0.904988,true,-4.46757,,,4.46757,90
fock_sup_loss_ch_eta0p5_pn0p1_Nt2_ns5,fock_sup,loss_ch,0.5,0.1,2,5,60,4.46757,0.904988,true,-4.46757,,,4.46757,90
fock_sup_loss_ch_eta0p5_pn0p1_Nt5_ns1,fock_sup,loss_ch,0.5,0.1,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt5_ns2,fock_sup,loss_ch,0.5,0.1,5,2,40,4.26401,4.31928,true,-4.26401,,,4.26401,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt5_ns3,fock_sup,loss_ch,0.5,0.1,5,3,40,4.42272,5,true,-4.42272,,,4.32823,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt5_ns4,fock_sup,loss_ch,0.5,0.1,5,4,40,4.53416,4.56567,true,-4.53416,,,4.53416,60
fock_sup_loss_ch_eta0p5_pn0p1_Nt5_ns5,fock_sup,loss_ch,0.5,0.1,5,5,40,4.53416,4.56567,true,-4.53416,,,4.32684,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt1_ns1,fock_sup,loss_ch,0.5,0.2,1,1,40,2.85685,0,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt1_ns2,fock_sup,loss_ch,0.5,0.2,1,2,40,3.72178,0.275263,true,-3.72178,,,3.72178,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt1_ns3,fock_sup,loss_ch,0.5,0.2,1,3,40,3.99339,0.499468,true,-3.99339,,,3.99339,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt1_ns4,fock_sup,loss_ch,0.5,0.2,1,4,40,4.05865,0.789786,true,-4.05865,,,4.05865,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt1_ns5,fock_sup,loss_ch,0.5,0.2,1,5,40,4.12365,0.9092,true,-4.12365,,,4.12365,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt2_ns1,fock_sup,loss_ch,0.5,0.2,2,1,60,2.85685,0,true,-2.85685,,,2.85685,90
fock_sup_loss_ch_eta0p5_pn0p2_Nt2_ns2,fock_sup,loss_ch,0.5,0.2,2,2,60,3.72178,0.275258,true,-3.72178,,,3.72178,90
fock_sup_loss_ch_eta0p5_pn0p2_Nt2_ns3,fock_sup,loss_ch,0.5,0.2,2,3,60,3.91654,0.645618,true,-3.91654,,,3.91654,90
fock_sup_loss_ch_eta0p5_pn0p2_Nt2_ns4,fock_sup,loss_ch,0.5,0.2,2,4,60,3.80892,1.17007,true,-3.80892,,,3.80569,90
fock_sup_loss_ch_eta0p5_pn0p2_Nt2_ns5,fock_sup,loss_ch,0.5,0.2,2,5,60,4.13123,1.33724,true,-4.13123,,,4.13123,90
fock_sup_loss_ch_eta0p5_pn0p2_Nt5_ns1,fock_sup,loss_ch,0.5,0.2,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt5_ns2,fock_sup,loss_ch,0.5,0.2,5,2,40,4.10553,4.35078,true,-4.10553,,,4.10553,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt5_ns3,fock_sup,loss_ch,0.5,0.2,5,3,40,4.27566,5,true,-4.27566,,,4.27566,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt5_ns4,fock_sup,loss_ch,0.5,0.2,5,4,40,4.27566,5,true,-4.27566,,,4.17524,60
fock_sup_loss_ch_eta0p5_pn0p2_Nt5_ns5,fock_sup,loss_ch,0.5,0.2,5,5,40,4.292,4.78347,true,-4.292,,,4.27566,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt1_ns1,fock_sup,loss_ch,0.5,0.3,1,1,40,2.85685,0,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt1_ns2,fock_sup,loss_ch,0.5,0.3,1,2,40,3.56539,0.243884,true,-3.56539,,,3.56538,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt1_ns3,fock_sup,loss_ch,0.5,0.3,1,3,40,3.71964,0.586928,true,-3.71964,,,3.71963,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt1_ns4,fock_sup,loss_ch,0.5,0.3,1,4,40,3.73652,0.753848,true,-3.73652,,,3.73652,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt1_ns5,fock_sup,loss_ch,0.5,0.3,1,5,40,3.79472,0.671795,true,-3.79472,,,3.79472,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt2_ns1,fock_sup,loss_ch,0.5,0.3,2,1,60,2.85685,0,true,-2.85685,,,2.85685,90
fock_sup_loss_ch_eta0p5_pn0p3_Nt2_ns2,fock_sup,loss_ch,0.5,0.3,2,2,60,3.56538,0.243879,true,-3.56538,,,3.56538,90
fock_sup_loss_ch_eta0p5_pn0p3_Nt2_ns3,fock_sup,loss_ch,0.5,0.3,2,3,60,3.71963,0.586926,true,-3.71963,,,3.71963,90
fock_sup_loss_ch_eta0p5_pn0p3_Nt2_ns4,fock_sup,loss_ch,0.5,0.3,2,4,60,3.72191,0.586655,true,-3.72191,,,3.71993,90
fock_sup_loss_ch_eta0p5_pn0p3_Nt2_ns5,fock_sup,loss_ch,0.5,0.3,2,5,60,3.71255,1.16328,true,-3.71255,,,3.71202,90
fock_sup_loss_ch_eta0p5_pn0p3_Nt5_ns1,fock_sup,loss_ch,0.5,0.3,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt5_ns2,fock_sup,loss_ch,0.5,0.3,5,2,40,3.88664,4.39812,true,-3.88664,,,3.88664,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt5_ns3,fock_sup,loss_ch,0.5,0.3,5,3,40,3.9823,5,true,-3.9823,,,3.88664,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt5_ns4,fock_sup,loss_ch,0.5,0.3,5,4,40,4.05147,5,true,-4.05147,,,4.05147,60
fock_sup_loss_ch_eta0p5_pn0p3_Nt5_ns5,fock_sup,loss_ch,0.5,0.3,5,5,40,4.05147,5,true,-4.05147,,,4.05147,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt1_ns1,fock_sup,loss_ch,0.5,0.4,1,1,40,2.85685,0,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt1_ns2,fock_sup,loss_ch,0.5,0.4,1,2,40,3.39494,0.202653,true,-3.39494,,,3.39494,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt1_ns3,fock_sup,loss_ch,0.5,0.4,1,3,40,3.53414,0.543669,true,-3.53414,,,3.53414,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt1_ns4,fock_sup,loss_ch,0.5,0.4,1,4,40,3.55407,1,true,-3.55407,,,3.55407,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt1_ns5,fock_sup,loss_ch,0.5,0.4,1,5,40,3.63068,1,true,-3.63068,,,3.63068,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt2_ns1,fock_sup,loss_ch,0.5,0.4,2,1,60,2.85685,0,true,-2.85685,,,2.85685,90
fock_sup_loss_ch_eta0p5_pn0p4_Nt2_ns2,fock_sup,loss_ch,0.5,0.4,2,2,60,3.39494,0.20265,true,-3.39494,,,3.39494,90
fock_sup_loss_ch_eta0p5_pn0p4_Nt2_ns3,fock_sup,loss_ch,0.5,0.4,2,3,60,3.36513,0.49836,true,-3.36513,,,3.3621,90
fock_sup_loss_ch_eta0p5_pn0p4_Nt2_ns4,fock_sup,loss_ch,0.5,0.4,2,4,60,3.57575,1.16347,true,-3.57575,,,3.57575,90
fock_sup_loss_ch_eta0p5_pn0p4_Nt2_ns5,fock_sup,loss_ch,0.5,0.4,2,5,60,5.13288,1.17013,true,-5.13288,,,3.6603,135
fock_sup_loss_ch_eta0p5_pn0p4_Nt5_ns1,fock_sup,loss_ch,0.5,0.4,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt5_ns2,fock_sup,loss_ch,0.5,0.4,5,2,40,3.64447,4.46823,true,-3.64447,,,3.64447,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt5_ns3,fock_sup,loss_ch,0.5,0.4,5,3,40,3.77648,5,true,-3.77648,,,3.77648,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt5_ns4,fock_sup,loss_ch,0.5,0.4,5,4,40,3.81213,4.78682,true,-3.81213,,,3.81213,60
fock_sup_loss_ch_eta0p5_pn0p4_Nt5_ns5,fock_sup,loss_ch,0.5,0.4,5,5,40,3.85862,3.58461,true,-3.85862,,,3.7947,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt1_ns1,fock_sup,loss_ch,0.5,0.5,1,1,40,2.85685,0,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt1_ns2,fock_sup,loss_ch,0.5,0.5,1,2,40,3.25509,0.499988,true,-3.25509,,,3.25508,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt1_ns3,fock_sup,loss_ch,0.5,0.5,1,3,40,3.36326,0.51553,true,-3.36326,,,3.36326,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt1_ns4,fock_sup,loss_ch,0.5,0.5,1,4,40,3.45122,1,true,-3.45122,,,3.45122,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt1_ns5,fock_sup,loss_ch,0.5,0.5,1,5,40,3.45122,1,true,-3.45122,,,3.45122,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt2_ns1,fock_sup,loss_ch,0.5,0.5,2,1,60,2.85685,0,true,-2.85685,,,2.85685,90
fock_sup_loss_ch_eta0p5_pn0p5_Nt2_ns2,fock_sup,loss_ch,0.5,0.5,2,2,60,3.25508,0.499953,true,-3.25508,,,3.25506,90
fock_sup_loss_ch_eta0p5_pn0p5_Nt2_ns3,fock_sup,loss_ch,0.5,0.5,2,3,60,3.36326,0.515531,true,-3.36326,,,3.36326,90
fock_sup_loss_ch_eta0p5_pn0p5_Nt2_ns4,fock_sup,loss_ch,0.5,0.5,2,4,60,3.47162,1.15983,true,-3.47162,,,3.47162,90
fock_sup_loss_ch_eta0p5_pn0p5_Nt2_ns5,fock_sup,loss_ch,0.5,0.5,2,5,60,14.104,1.16565,true,-14.104,,,3.42626,135
fock_sup_loss_ch_eta0p5_pn0p5_Nt5_ns1,fock_sup,loss_ch,0.5,0.5,5,1,40,2.85685,5,true,-2.85685,,,2.85685,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt5_ns2,fock_sup,loss_ch,0.5,0.5,5,2,40,3.41133,4.56803,true,-3.41133,,,3.41133,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt5_ns3,fock_sup,loss_ch,0.5,0.5,5,3,40,3.47833,5,true,-3.47833,,,3.47833,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt5_ns4,fock_sup,loss_ch,0.5,0.5,5,4,40,3.61484,4.75171,true,-3.61484,,,3.61484,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt5_ns5,fock_sup,loss_ch,0.5,0.5,5,5,40,3.68577,4.47277,true,-3.68577,,,3.6481,60
fock_sup_loss_ch_eta0p5_pn0p5_Nt10_ns1,fock_sup,loss_ch,0.5,0.5,10,1,150,2.85685,10,true,-2.85685,,,2.85685,225
fock_sup_loss_ch_eta0p5_pn0p5_Nt10_ns2,fock_sup,loss_ch,0.5,0.5,10,2,150,3.581,9.28477,true,-3.581,,,3.581,225
fock_sup_loss_ch_eta0p65_pn0_Nt5_ns1,fock_sup,loss_ch,0.65,0,5,1,40,4.78146,5,true,-4.78146,,,4.78146,60
fock_sup_loss_ch_eta0p65_pn0_Nt5_ns2,fock_sup,loss_ch,0.65,0,5,2,40,6.73338,4.99998,true,-6.73338,,,6.73337,60
fock_sup_loss_ch_eta0p65_pn0p05_Nt5_ns1,fock_sup,loss_ch,0.65,0.05,5,1,40,4.78146,5,true,-4.78146,,,4.78146,60
fock_sup_loss_ch_eta0p65_pn0p05_Nt5_ns2,fock_sup,loss_ch,0.65,0.05,5,2,40,6.3653,4.60816,true,-6.3653,,,6.36529,60
fock_sup_loss_ch_eta0p65_pn0p2_Nt5_ns1,fock_sup,loss_ch,0.65,0.2,5,1,40,4.78146,5,true,-4.78146,,,4.78146,60
fock_sup_loss_ch_eta0p65_pn0p2_Nt5_ns2,fock_sup,loss_ch,0.65,0.2,5,2,40,6.15889,4.52302,true,-6.15889,,,6.15889,60
fock_sup_loss_ch_eta0p6_pn0_Nt1_ns1,fock_sup,loss_ch,0.6,0,1,1,40,3.86291,1,true,-3.86291,,,3.86291,60
fock_sup_loss_ch_eta0p6_pn0_Nt1_ns2,fock_sup,loss_ch,0.6,0,1,2,40,4.70853,0.387647,true,-4.70853,,,4.70852,60
fock_sup_loss_ch_eta0p6_pn0_Nt1_ns3,fock_sup,loss_ch,0.6,0,1,3,40,5.55361,0.909497,true,-5.55361,,,5.55362,60
fock_sup_loss_ch_eta0p6_pn0_Nt1_ns4,fock_sup,loss_ch,0.6,0,1,4,40,5.94802,1,true,-5.94802,,,5.94802,60
fock_sup_loss_ch_eta0p6_pn0_Nt1_ns5,fock_sup,loss_ch,0.6,0,1,5,40,5.94802,1,true,-5.94802,,,5.94802,60
fock_sup_loss_ch_eta0p6_pn0_Nt2_ns1,fock_sup,loss_ch,0.6,0,2,1,60,3.96973,2,true,-3.96973,,,3.96973,90
fock_sup_loss_ch_eta0p6_pn0_Nt2_ns2,fock_sup,loss_ch,0.6,0,2,2,60,4.83623,1.75214,true,-4.83623,,,4.83624,90
fock_sup_loss_ch_eta0p6_pn0_Nt5_ns1,fock_sup,loss_ch,0.6,0,5,1,100,3.98799,3,true,-3.98799,,,3.98799,150
fock_sup_loss_ch_eta0p6_pn0_Nt5_ns2,fock_sup,loss_ch,0.6,0,5,2,100,5.62283,4.39059,true,-5.62283,,,5.62283,150
fock_sup_loss_ch_eta0p6_pn0_Nt5_ns3,fock_sup,loss_ch,0.6,0,5,3,100,5.88416,5,true,-5.88416,,,5.88416,150
fock_sup_loss_ch_eta0p6_pn0_Nt5_ns4,fock_sup,loss_ch,0.6,0,5,4,100,6.2238,5,true,-6.22381,,,6.2238,150
fock_sup_loss_ch_eta0p6_pn0_Nt5_ns5,fock_sup,loss_ch,0.6,0,5,5,100,6.52339,5,true,-6.52339,,,6.52339,150
fock_sup_loss_ch_eta0p6_pn0p05_Nt5_ns1,fock_sup,loss_ch,0.6,0.05,5,1,80,3.98799,3,true,-3.98799,,,3.98799,120
fock_sup_loss_ch_eta0p6_pn0p05_Nt5_ns2,fock_sup,loss_ch,0.6,0.05,5,2,80,5.60404,4.39518,true,-5.60404,,,5.60404,120
fock_sup_loss_ch_eta0p6_pn0p05_Nt5_ns3,fock_sup,loss_ch,0.6,0.05,5,3,80,5.71404,5,true,-5.71404,,,5.71404,120
fock_sup_loss_ch_eta0p6_pn0p05_Nt5_ns4,fock_sup,loss_ch,0.6,0.05,5,4,80,5.71404,5,true,-5.71404,,,5.71404,120
fock_sup_loss_ch_eta0p6_pn0p05_Nt5_ns5,fock_sup,loss_ch,0.6,0.05,5,5,80,5.90969,5,true,-5.90969,,,5.90969,120
fock_sup_loss_ch_eta0p6_pn0p1_Nt0p5_ns1,fock_sup,loss_ch,0.6,0.1,0.5,1,40,3.11527,0,true,-3.11527,,,3.11527,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt0p5_ns2,fock_sup,loss_ch,0.6,0.1,0.5,2,40,4.64726,0.382272,true,-4.64726,,,4.64725,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt0p5_ns3,fock_sup,loss_ch,0.6,0.1,0.5,3,40,5.19722,0.5,true,-5.19722,,,5.19722,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt0p5_ns4,fock_sup,loss_ch,0.6,0.1,0.5,4,40,4.91869,0.5,true,-4.91869,,,4.91869,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt0p5_ns5,fock_sup,loss_ch,0.6,0.1,0.5,5,40,5.19722,0.5,true,-5.19722,,,5.19722,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt1_ns1,fock_sup,loss_ch,0.6,0.1,1,1,40,3.86291,1,true,-3.86291,,,3.86291,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt1_ns2,fock_sup,loss_ch,0.6,0.1,1,2,40,4.64726,0.382272,true,-4.64726,,,4.64725,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt1_ns3,fock_sup,loss_ch,0.6,0.1,1,3,40,5.30251,0.78707,true,-5.30251,,,5.30251,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt1_ns4,fock_sup,loss_ch,0.6,0.1,1,4,40,5.62765,1,true,-5.62765,,,5.62765,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt1_ns5,fock_sup,loss_ch,0.6,0.1,1,5,40,5.62765,1,true,-5.62765,,,5.62765,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt2_ns1,fock_sup,loss_ch,0.6,0.1,2,1,40,3.96974,2,true,-3.96974,,,3.96973,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt2_ns2,fock_sup,loss_ch,0.6,0.1,2,2,60,4.77824,1.76854,true,-4.77823,,,4.77825,90
fock_sup_loss_ch_eta0p6_pn0p1_Nt2_ns3,fock_sup,loss_ch,0.6,0.1,2,3,40,5.25055,2,true,-5.25055,,,5.25054,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt2_ns4,fock_sup,loss_ch,0.6,0.1,2,4,40,5.34477,1.48629,true,-5.34477,,,5.34477,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt2_ns5,fock_sup,loss_ch,0.6,0.1,2,5,40,5.63943,1.15728,true,-5.63943,,,5.63943,60
fock_sup_loss_ch_eta0p6_pn0p1_Nt5_ns1,fock_sup,loss_ch,0.6,0.1,5,1,100,3.98799,3,true,-3.98799,,,3.98799,150
fock_sup_loss_ch_eta0p6_pn0p1_Nt5_ns2,fock_sup,loss_ch,0.6,0.1,5,2,100,5.5497,4.40789,true,-5.5497,,,5.5497,150
fock_sup_loss_ch_eta0p6_pn0p1_Nt5_ns3,fock_sup,loss_ch,0.6,0.1,5,3,100,5.63365,5,true,-5.63365,,,5.63365,150
fock_sup_loss_ch_eta0p6_pn0p1_Nt5_ns4,fock_sup,loss_ch,0.6,0.1,5,4,100,5.77751,3.92955,true,-5.77752,,,5.77751,150
fock_sup_loss_ch_eta0p6_pn0p1_Nt5_ns5,fock_sup,loss_ch,0.6,0.1,5,5,100,5.88565,5,true,-5.88565,,,5.88565,150
fock_sup_loss_ch_eta0p6_pn0p1_Nt10_ns1,fock_sup,loss_ch,0.6,0.1,10,1,60,3.98799,3,true,-3.98799,,,3.98799,90
fock_sup_loss_ch_eta0p6_pn0p1_Nt10_ns2,fock_sup,loss_ch,0.6,0.1,10,2,60,5.78384,9.23114,true,-5.78384,,,5.78384,90
fock_sup_loss_ch_eta0p6_pn0p1_Nt10_ns3,fock_sup,loss_ch,0.6,0.1,10,3,60,5.96624,8.9137,true,-5.96624,,,5.96623,90
fock_sup_loss_ch_eta0p6_pn0p1_Nt10_ns4,fock_sup,loss_ch,0.6,0.1,10,4,60,6.01949,9.85117,true,-6.01949,,,6.01949,90
fock_sup_loss_ch_eta0p6_pn0p1_Nt10_ns5,fock_sup,loss_ch,0.6,0.1,10,5,60,6.08158,10,true,-6.08158,,,6.08158,90
fock_sup_loss_ch_eta0p6_pn0p1_Nt20_ns1,fock_sup,loss_ch,0.6,0.1,20,1,90,3.98799,3,true,-3.98799,,,3.98799,135
fock_sup_loss_ch_eta0p6_pn0p1_Nt20_ns2,fock_sup,loss_ch,0.6,0.1,20,2,90,5.83688,19.1331,true,-5.83688,,,5.83688,135
fock_sup_loss_ch_eta0p6_pn0p1_Nt20_ns3,fock_sup,loss_ch,0.6,0.1,20,3,90,6.27188,19.468,true,-6.27188,,,6.27188,135
fock_sup_loss_ch_eta0p6_pn0p1_Nt20_ns4,fock_sup,loss_ch,0.6,0.1,20,4,90,789.812,19.1022,true,-789.812,,,4.98387,203
fock_sup_loss_ch_eta0p6_pn0p1_Nt30_ns1,fock_sup,loss_ch,0.6,0.1,30,1,120,3.98799,3,true,-3.98799,,,3.98799,180
fock_sup_loss_ch_eta0p6_pn0p1_Nt30_ns2,fock_sup,loss_ch,0.6,0.1,30,2,120,5.83807,23.1148,true,-5.83807,,,5.83807,180
fock_sup_loss_ch_eta0p6_pn0p1_Nt30_ns3,fock_sup,loss_ch,0.6,0.1,30,3,120,6.37735,29.3142,true,-6.37735,,,6.37735,180
fock_sup_loss_ch_eta0p6_pn0p1_Nt50_ns1,fock_sup,loss_ch,0.6,0.1,50,1,120,3.98799,3,true,-3.98799,,,3.98799,180
fock_sup_loss_ch_eta0p6_pn0p1_Nt50_ns2,fock_sup,loss_ch,0.6,0.1,50,2,120,5.83807,23.1148,true,-5.83807,,,5.83807,180
